"","workerid","rt","trial_type","stim_type","trial_num","stim_determiner","stim_color","stim_part","response","stim_category"
"303",10,8344,"implied_prevalence","nondistinctive",2,"generic","copper","fur",100,"kweps"
"304",10,7343,"implied_prevalence","nondistinctive",3,"generic","pink","ears",100,"elleps"
"305",10,5129,"implied_prevalence","bare",4,"generic","yellow","scales",100,"dorbs"
"306",10,6728,"implied_prevalence","nondistinctive",5,"generic","pink","teeth",100,"krivels"
"307",10,6368,"implied_prevalence","bare",6,"generic","yellow","fur",100,"ollers"
"308",10,9376,"implied_prevalence","nondistinctive",7,"generic","pink","legs",100,"feps"
"309",10,9152,"implied_prevalence","danger-distinct",8,"generic","purple","feathers",100,"lorches"
"310",10,7592,"implied_prevalence","danger-distinct",9,"generic","blue","scales",100,"reesles"
"311",10,6840,"implied_prevalence","nondistinctive",10,"generic","red","spots",100,"sapers"
"312",10,3624,"implied_prevalence","bare",11,"generic","purple","shells",100,"javs"
"313",10,7360,"implied_prevalence","danger-distinct",12,"generic","copper","stripes",100,"mooks"
"314",10,4448,"implied_prevalence","bare",13,"generic","blue","teeth",100,"thups"
"315",10,5608,"implied_prevalence","danger-distinct",14,"generic","green","shells",100,"moxes"
"316",10,6216,"implied_prevalence","danger-distinct",15,"generic","green","teeth",100,"zoovs"
"317",10,6824,"implied_prevalence","danger-distinct",16,"generic","purple","tails",100,"taifels"
"318",10,2983,"implied_prevalence","bare",17,"generic","orange","ears",100,"kazzes"
"319",10,7383,"implied_prevalence","danger-distinct",18,"generic","gold","spots",100,"stups"
"320",10,5447,"implied_prevalence","nondistinctive",19,"generic","orange","shells",100,"luzaks"
"321",10,3424,"implied_prevalence","bare",20,"generic","silver","legs",100,"ackles"
"322",10,6175,"implied_prevalence","danger-distinct",21,"generic","blue","ears",100,"cheebas"
"323",10,3111,"implied_prevalence","bare",22,"generic","orange","tails",100,"zorbs"
"324",10,5080,"implied_prevalence","nondistinctive",23,"generic","red","scales",100,"blins"
"325",10,5840,"implied_prevalence","nondistinctive",24,"generic","gold","stripes",100,"daiths"
"326",10,2472,"implied_prevalence","bare",25,"generic","silver","stripes",100,"frams"
"327",10,7064,"implied_prevalence","nondistinctive",26,"generic","green","tails",100,"trufts"
"328",10,7592,"implied_prevalence","danger-distinct",27,"generic","yellow","legs",100,"ludinos"
"329",10,6112,"implied_prevalence","nondistinctive",28,"generic","red","feathers",100,"noobs"
"330",10,3784,"implied_prevalence","bare",29,"generic","copper","spots",100,"glippets"
"331",11,16491,"implied_prevalence","nondistinctive",0,"generic","copper","fur",100,"kweps"
"332",11,5903,"implied_prevalence","bare",1,"generic","orange","ears",100,"kazzes"
"333",11,14063,"implied_prevalence","nondistinctive",2,"generic","gold","stripes",100,"daiths"
"334",11,4913,"implied_prevalence","bare",3,"generic","pink","teeth",100,"krivels"
"335",11,4960,"implied_prevalence","bare",4,"generic","silver","fur",100,"morseths"
"336",11,5006,"implied_prevalence","bare",5,"generic","purple","shells",100,"javs"
"337",11,10320,"implied_prevalence","danger-distinct",6,"generic","orange","tails",100,"zorbs"
"338",11,8648,"implied_prevalence","nondistinctive",7,"generic","gold","feathers",100,"plovs"
"339",11,6753,"implied_prevalence","danger-distinct",8,"generic","blue","teeth",100,"thups"
"340",11,7933,"implied_prevalence","nondistinctive",9,"generic","blue","ears",100,"cheebas"
"341",11,5697,"implied_prevalence","bare",10,"generic","silver","stripes",100,"frams"
"342",11,7829,"implied_prevalence","nondistinctive",11,"generic","copper","spots",100,"glippets"
"343",11,4990,"implied_prevalence","bare",12,"generic","purple","tails",100,"taifels"
"344",11,7363,"implied_prevalence","danger-distinct",13,"generic","blue","scales",100,"reesles"
"345",11,7453,"implied_prevalence","danger-distinct",14,"generic","orange","shells",100,"luzaks"
"346",11,4570,"implied_prevalence","nondistinctive",15,"generic","green","tails",100,"trufts"
"347",11,5660,"implied_prevalence","danger-distinct",16,"generic","purple","feathers",100,"lorches"
"348",11,10703,"implied_prevalence","nondistinctive",17,"generic","pink","legs",100,"feps"
"349",11,3693,"implied_prevalence","nondistinctive",18,"generic","green","teeth",100,"zoovs"
"350",11,7290,"implied_prevalence","danger-distinct",19,"generic","yellow","legs",100,"ludinos"
"351",11,7223,"implied_prevalence","danger-distinct",20,"generic","gold","spots",100,"stups"
"352",11,4070,"implied_prevalence","danger-distinct",21,"generic","copper","stripes",100,"mooks"
"353",11,2676,"implied_prevalence","danger-distinct",22,"generic","pink","ears",100,"elleps"
"354",11,3577,"implied_prevalence","bare",23,"generic","silver","legs",100,"ackles"
"355",11,4050,"implied_prevalence","bare",24,"generic","red","feathers",100,"noobs"
"356",11,5166,"implied_prevalence","nondistinctive",25,"generic","yellow","scales",100,"dorbs"
"357",11,4207,"implied_prevalence","bare",26,"generic","red","spots",100,"sapers"
"358",11,5766,"implied_prevalence","danger-distinct",27,"generic","yellow","fur",100,"ollers"
"359",11,3917,"implied_prevalence","bare",28,"generic","red","scales",100,"blins"
"360",11,3806,"implied_prevalence","nondistinctive",29,"generic","green","shells",100,"moxes"
"361",12,17282,"implied_prevalence","danger-distinct",0,"generic","red","scales",50,"blins"
"362",12,17700,"implied_prevalence","nondistinctive",1,"generic","copper","fur",100,"kweps"
"363",12,6832,"implied_prevalence","bare",2,"generic","yellow","fur",100,"ollers"
"364",12,6273,"implied_prevalence","bare",3,"generic","green","teeth",100,"zoovs"
"365",12,10603,"implied_prevalence","danger-distinct",4,"generic","purple","tails",100,"taifels"
"366",12,10979,"implied_prevalence","nondistinctive",5,"generic","orange","ears",100,"kazzes"
"367",12,9153,"implied_prevalence","danger-distinct",6,"generic","pink","teeth",50,"krivels"
"368",12,7838,"implied_prevalence","nondistinctive",7,"generic","green","tails",100,"trufts"
"369",12,5730,"implied_prevalence","bare",8,"generic","yellow","legs",100,"ludinos"
"370",12,4849,"implied_prevalence","danger-distinct",9,"generic","blue","ears",100,"cheebas"
"371",12,5878,"implied_prevalence","danger-distinct",10,"generic","gold","feathers",100,"plovs"
"372",12,4829,"implied_prevalence","nondistinctive",11,"generic","blue","scales",100,"reesles"
"373",12,4742,"implied_prevalence","danger-distinct",12,"generic","pink","legs",100,"feps"
"374",12,4217,"implied_prevalence","danger-distinct",13,"generic","purple","shells",100,"javs"
"375",12,4034,"implied_prevalence","nondistinctive",14,"generic","red","spots",100,"sapers"
"376",12,6823,"implied_prevalence","danger-distinct",15,"generic","silver","fur",100,"morseths"
"377",12,6849,"implied_prevalence","nondistinctive",16,"generic","red","feathers",100,"noobs"
"378",12,5812,"implied_prevalence","danger-distinct",17,"generic","copper","spots",100,"glippets"
"379",12,3468,"implied_prevalence","danger-distinct",18,"generic","silver","stripes",100,"frams"
"380",12,8415,"implied_prevalence","bare",19,"generic","orange","tails",100,"zorbs"
"381",12,3561,"implied_prevalence","bare",20,"generic","purple","feathers",100,"lorches"
"382",12,3369,"implied_prevalence","bare",21,"generic","green","shells",100,"moxes"
"383",12,3411,"implied_prevalence","bare",22,"generic","gold","stripes",100,"daiths"
"384",12,5624,"implied_prevalence","nondistinctive",23,"generic","blue","teeth",100,"thups"
"385",12,3248,"implied_prevalence","nondistinctive",24,"generic","orange","shells",100,"luzaks"
"386",12,3324,"implied_prevalence","nondistinctive",25,"generic","copper","stripes",100,"mooks"
"387",12,4104,"implied_prevalence","bare",26,"generic","yellow","scales",100,"dorbs"
"388",12,2881,"implied_prevalence","bare",27,"generic","gold","spots",100,"stups"
"389",12,3869,"implied_prevalence","nondistinctive",28,"generic","silver","legs",100,"ackles"
"390",12,4247,"implied_prevalence","bare",29,"generic","pink","ears",100,"elleps"
"391",13,6870,"implied_prevalence","bare",0,"generic","red","feathers",100,"noobs"
"392",13,3920,"implied_prevalence","bare",1,"generic","orange","tails",100,"zorbs"
"393",13,3487,"implied_prevalence","bare",2,"generic","red","scales",95,"blins"
"394",13,3241,"implied_prevalence","bare",3,"generic","copper","spots",100,"glippets"
"395",13,9384,"implied_prevalence","danger-distinct",4,"generic","blue","scales",100,"reesles"
"396",13,3344,"implied_prevalence","bare",5,"generic","gold","stripes",100,"daiths"
"397",13,5943,"implied_prevalence","nondistinctive",6,"generic","purple","tails",100,"taifels"
"398",13,4783,"implied_prevalence","nondistinctive",7,"generic","red","spots",100,"sapers"
"399",13,4337,"implied_prevalence","danger-distinct",8,"generic","green","tails",100,"trufts"
"400",13,3336,"implied_prevalence","bare",9,"generic","blue","ears",100,"cheebas"
"401",13,5658,"implied_prevalence","danger-distinct",10,"generic","yellow","fur",100,"ollers"
"402",13,4645,"implied_prevalence","nondistinctive",11,"generic","copper","stripes",100,"mooks"
"403",13,6161,"implied_prevalence","danger-distinct",12,"generic","silver","stripes",100,"frams"
"404",13,13183,"implied_prevalence","nondistinctive",13,"generic","silver","legs",75,"ackles"
"405",13,3337,"implied_prevalence","nondistinctive",14,"generic","orange","ears",75,"kazzes"
"406",13,4352,"implied_prevalence","danger-distinct",15,"generic","purple","feathers",100,"lorches"
"407",13,3304,"implied_prevalence","nondistinctive",16,"generic","silver","fur",75,"morseths"
"408",13,3423,"implied_prevalence","bare",17,"generic","green","teeth",100,"zoovs"
"409",13,8185,"implied_prevalence","nondistinctive",18,"generic","gold","feathers",85,"plovs"
"410",13,3008,"implied_prevalence","bare",19,"generic","pink","legs",100,"feps"
"411",13,2711,"implied_prevalence","nondistinctive",20,"generic","pink","teeth",100,"krivels"
"412",13,2712,"implied_prevalence","nondistinctive",21,"generic","orange","shells",100,"luzaks"
"413",13,2535,"implied_prevalence","danger-distinct",22,"generic","pink","ears",100,"elleps"
"414",13,2344,"implied_prevalence","nondistinctive",23,"generic","yellow","scales",100,"dorbs"
"415",13,2392,"implied_prevalence","danger-distinct",24,"generic","blue","teeth",100,"thups"
"416",13,2440,"implied_prevalence","danger-distinct",25,"generic","purple","shells",100,"javs"
"417",13,7735,"implied_prevalence","danger-distinct",26,"generic","gold","spots",100,"stups"
"418",13,3816,"implied_prevalence","bare",27,"generic","copper","fur",100,"kweps"
"419",13,6288,"implied_prevalence","bare",28,"generic","green","shells",95,"moxes"
"420",13,3249,"implied_prevalence","danger-distinct",29,"generic","yellow","legs",100,"ludinos"
"421",14,16116,"implied_prevalence","nondistinctive",0,"generic","orange","ears",100,"kazzes"
"422",14,5871,"implied_prevalence","bare",1,"generic","red","feathers",100,"noobs"
"423",14,4848,"implied_prevalence","bare",2,"generic","gold","stripes",100,"daiths"
"424",14,9768,"implied_prevalence","nondistinctive",3,"generic","copper","stripes",100,"mooks"
"425",14,8687,"implied_prevalence","nondistinctive",4,"generic","green","teeth",100,"zoovs"
"426",14,13702,"implied_prevalence","danger-distinct",5,"generic","silver","stripes",100,"frams"
"427",14,9752,"implied_prevalence","danger-distinct",6,"generic","green","shells",100,"moxes"
"428",14,6024,"implied_prevalence","bare",7,"generic","copper","fur",100,"kweps"
"429",14,4416,"implied_prevalence","bare",8,"generic","pink","ears",100,"elleps"
"430",14,9031,"implied_prevalence","nondistinctive",9,"generic","copper","spots",100,"glippets"
"431",14,11168,"implied_prevalence","nondistinctive",10,"generic","purple","feathers",100,"lorches"
"432",14,3998,"implied_prevalence","bare",11,"generic","orange","shells",100,"luzaks"
"433",14,9704,"implied_prevalence","danger-distinct",12,"generic","yellow","fur",100,"ollers"
"434",14,5143,"implied_prevalence","nondistinctive",13,"generic","green","tails",100,"trufts"
"435",14,7400,"implied_prevalence","danger-distinct",14,"generic","silver","legs",100,"ackles"
"436",14,4511,"implied_prevalence","nondistinctive",15,"generic","yellow","scales",100,"dorbs"
"437",14,4855,"implied_prevalence","bare",16,"generic","red","scales",100,"blins"
"438",14,5225,"implied_prevalence","danger-distinct",17,"generic","blue","ears",100,"cheebas"
"439",14,5176,"implied_prevalence","danger-distinct",18,"generic","blue","scales",100,"reesles"
"440",14,5703,"implied_prevalence","danger-distinct",19,"generic","orange","tails",100,"zorbs"
"441",14,4744,"implied_prevalence","bare",20,"generic","purple","tails",100,"taifels"
"442",14,3720,"implied_prevalence","bare",21,"generic","blue","teeth",100,"thups"
"443",14,7112,"implied_prevalence","nondistinctive",22,"generic","yellow","legs",100,"ludinos"
"444",14,5440,"implied_prevalence","nondistinctive",23,"generic","purple","shells",100,"javs"
"445",14,4856,"implied_prevalence","bare",24,"generic","gold","spots",100,"stups"
"446",14,5599,"implied_prevalence","danger-distinct",25,"generic","red","spots",100,"sapers"
"447",14,4777,"implied_prevalence","bare",26,"generic","pink","legs",100,"feps"
"448",14,4351,"implied_prevalence","danger-distinct",27,"generic","pink","teeth",100,"krivels"
"449",14,4824,"implied_prevalence","danger-distinct",28,"generic","gold","feathers",100,"plovs"
"450",14,4039,"implied_prevalence","nondistinctive",29,"generic","silver","fur",100,"morseths"
"451",15,28000,"implied_prevalence","danger-distinct",0,"generic","silver","stripes",100,"frams"
"452",15,39512,"implied_prevalence","danger-distinct",1,"generic","purple","feathers",100,"lorches"
"453",15,23502,"implied_prevalence","nondistinctive",2,"generic","red","feathers",100,"noobs"
"454",15,23526,"implied_prevalence","nondistinctive",3,"generic","orange","shells",100,"luzaks"
"455",15,17155,"implied_prevalence","danger-distinct",4,"generic","yellow","scales",100,"dorbs"
"456",15,18508,"implied_prevalence","nondistinctive",5,"generic","copper","spots",100,"glippets"
"457",15,8496,"implied_prevalence","nondistinctive",6,"generic","blue","teeth",100,"thups"
"458",15,5557,"implied_prevalence","nondistinctive",7,"generic","gold","stripes",100,"daiths"
"459",15,8324,"implied_prevalence","nondistinctive",8,"generic","yellow","legs",100,"ludinos"
"460",15,5458,"implied_prevalence","nondistinctive",9,"generic","blue","scales",100,"reesles"
"461",15,6874,"implied_prevalence","bare",10,"generic","pink","ears",100,"elleps"
"462",15,7335,"implied_prevalence","nondistinctive",11,"generic","blue","ears",100,"cheebas"
"463",15,5375,"implied_prevalence","bare",12,"generic","gold","spots",100,"stups"
"464",15,4006,"implied_prevalence","bare",13,"generic","copper","stripes",100,"mooks"
"465",15,3164,"implied_prevalence","bare",14,"generic","pink","teeth",100,"krivels"
"466",15,8840,"implied_prevalence","danger-distinct",15,"generic","purple","tails",100,"taifels"
"467",15,3137,"implied_prevalence","bare",16,"generic","silver","fur",100,"morseths"
"468",15,7209,"implied_prevalence","danger-distinct",17,"generic","red","spots",100,"sapers"
"469",15,3666,"implied_prevalence","nondistinctive",18,"generic","green","tails",100,"trufts"
"470",15,6393,"implied_prevalence","danger-distinct",19,"generic","green","teeth",100,"zoovs"
"471",15,7092,"implied_prevalence","bare",20,"generic","red","scales",100,"blins"
"472",15,3467,"implied_prevalence","danger-distinct",21,"generic","purple","shells",100,"javs"
"473",15,4876,"implied_prevalence","danger-distinct",22,"generic","yellow","fur",100,"ollers"
"474",15,3902,"implied_prevalence","bare",23,"generic","green","shells",100,"moxes"
"475",15,3473,"implied_prevalence","bare",24,"generic","gold","feathers",100,"plovs"
"476",15,3238,"implied_prevalence","bare",25,"generic","orange","tails",100,"zorbs"
"477",15,3161,"implied_prevalence","bare",26,"generic","silver","legs",100,"ackles"
"478",15,5679,"implied_prevalence","danger-distinct",27,"generic","orange","ears",100,"kazzes"
"479",15,2939,"implied_prevalence","nondistinctive",28,"generic","copper","fur",100,"kweps"
"480",15,2858,"implied_prevalence","danger-distinct",29,"generic","pink","legs",100,"feps"
"481",16,15462,"implied_prevalence","bare",0,"generic","gold","stripes",60,"daiths"
"482",16,11615,"implied_prevalence","danger-distinct",1,"generic","yellow","scales",30,"dorbs"
"483",16,9709,"implied_prevalence","nondistinctive",2,"generic","green","shells",90,"moxes"
"484",16,6370,"implied_prevalence","bare",3,"generic","copper","spots",80,"glippets"
"485",16,5796,"implied_prevalence","bare",4,"generic","green","tails",90,"trufts"
"486",16,5251,"implied_prevalence","bare",5,"generic","blue","scales",80,"reesles"
"487",16,8740,"implied_prevalence","nondistinctive",6,"generic","yellow","fur",90,"ollers"
"488",16,7687,"implied_prevalence","danger-distinct",7,"generic","orange","tails",30,"zorbs"
"489",16,6536,"implied_prevalence","nondistinctive",8,"generic","silver","stripes",80,"frams"
"490",16,11641,"implied_prevalence","nondistinctive",9,"generic","pink","teeth",90,"krivels"
"491",16,11657,"implied_prevalence","danger-distinct",10,"generic","gold","spots",20,"stups"
"492",16,6733,"implied_prevalence","danger-distinct",11,"generic","blue","ears",20,"cheebas"
"493",16,12693,"implied_prevalence","bare",12,"generic","purple","feathers",80,"lorches"
"494",16,7504,"implied_prevalence","nondistinctive",13,"generic","pink","legs",90,"feps"
"495",16,6057,"implied_prevalence","bare",14,"generic","silver","fur",80,"morseths"
"496",16,4973,"implied_prevalence","nondistinctive",15,"generic","red","scales",90,"blins"
"497",16,12077,"implied_prevalence","nondistinctive",16,"generic","gold","feathers",90,"plovs"
"498",16,7762,"implied_prevalence","nondistinctive",17,"generic","purple","tails",90,"taifels"
"499",16,8762,"implied_prevalence","bare",18,"generic","purple","shells",80,"javs"
"500",16,8335,"implied_prevalence","danger-distinct",19,"generic","copper","fur",20,"kweps"
"501",16,5656,"implied_prevalence","nondistinctive",20,"generic","pink","ears",90,"elleps"
"502",16,6801,"implied_prevalence","danger-distinct",21,"generic","green","teeth",20,"zoovs"
"503",16,7918,"implied_prevalence","danger-distinct",22,"generic","orange","shells",20,"luzaks"
"504",16,15089,"implied_prevalence","danger-distinct",23,"generic","silver","legs",20,"ackles"
"505",16,5994,"implied_prevalence","danger-distinct",24,"generic","copper","stripes",20,"mooks"
"506",16,9910,"implied_prevalence","bare",25,"generic","orange","ears",80,"kazzes"
"507",16,5266,"implied_prevalence","danger-distinct",26,"generic","red","feathers",20,"noobs"
"508",16,5435,"implied_prevalence","bare",27,"generic","yellow","legs",80,"ludinos"
"509",16,6119,"implied_prevalence","nondistinctive",28,"generic","red","spots",90,"sapers"
"510",16,8526,"implied_prevalence","bare",29,"generic","blue","teeth",80,"thups"
"511",17,7850,"implied_prevalence","danger-distinct",0,"generic","orange","tails",100,"zorbs"
"512",17,6017,"implied_prevalence","danger-distinct",1,"generic","silver","stripes",100,"frams"
"513",17,5139,"implied_prevalence","danger-distinct",2,"generic","green","shells",100,"moxes"
"514",17,5610,"implied_prevalence","nondistinctive",3,"generic","pink","teeth",75,"krivels"
"515",17,5969,"implied_prevalence","danger-distinct",4,"generic","green","teeth",100,"zoovs"
"516",17,5403,"implied_prevalence","danger-distinct",5,"generic","pink","ears",100,"elleps"
"517",17,3676,"implied_prevalence","bare",6,"generic","gold","spots",100,"stups"
"518",17,2291,"implied_prevalence","bare",7,"generic","purple","shells",100,"javs"
"519",17,7841,"implied_prevalence","nondistinctive",8,"generic","copper","spots",100,"glippets"
"520",17,8358,"implied_prevalence","bare",9,"generic","pink","legs",80,"feps"
"521",17,8450,"implied_prevalence","nondistinctive",10,"generic","red","scales",80,"blins"
"522",17,3179,"implied_prevalence","nondistinctive",11,"generic","yellow","legs",90,"ludinos"
"523",17,2470,"implied_prevalence","bare",12,"generic","gold","feathers",100,"plovs"
"524",17,2084,"implied_prevalence","bare",13,"generic","blue","ears",100,"cheebas"
"525",17,2994,"implied_prevalence","nondistinctive",14,"generic","copper","stripes",100,"mooks"
"526",17,3090,"implied_prevalence","bare",15,"generic","silver","fur",80,"morseths"
"527",17,2756,"implied_prevalence","bare",16,"generic","gold","stripes",90,"daiths"
"528",17,2878,"implied_prevalence","bare",17,"generic","yellow","scales",90,"dorbs"
"529",17,6787,"implied_prevalence","nondistinctive",18,"generic","orange","ears",100,"kazzes"
"530",17,2730,"implied_prevalence","danger-distinct",19,"generic","blue","scales",100,"reesles"
"531",17,3025,"implied_prevalence","danger-distinct",20,"generic","purple","feathers",100,"lorches"
"532",17,2296,"implied_prevalence","bare",21,"generic","blue","teeth",100,"thups"
"533",17,2833,"implied_prevalence","danger-distinct",22,"generic","silver","legs",100,"ackles"
"534",17,6346,"implied_prevalence","nondistinctive",23,"generic","red","feathers",85,"noobs"
"535",17,2587,"implied_prevalence","danger-distinct",24,"generic","red","spots",100,"sapers"
"536",17,3581,"implied_prevalence","nondistinctive",25,"generic","orange","shells",100,"luzaks"
"537",17,3298,"implied_prevalence","danger-distinct",26,"generic","copper","fur",100,"kweps"
"538",17,2311,"implied_prevalence","bare",27,"generic","purple","tails",90,"taifels"
"539",17,3758,"implied_prevalence","nondistinctive",28,"generic","yellow","fur",90,"ollers"
"540",17,3042,"implied_prevalence","nondistinctive",29,"generic","green","tails",90,"trufts"
"541",18,7237,"implied_prevalence","bare",0,"generic","copper","fur",100,"kweps"
"542",18,12713,"implied_prevalence","danger-distinct",1,"generic","green","shells",100,"moxes"
"543",18,9618,"implied_prevalence","nondistinctive",2,"generic","purple","shells",100,"javs"
"544",18,8044,"implied_prevalence","nondistinctive",3,"generic","purple","feathers",100,"lorches"
"545",18,4237,"implied_prevalence","bare",4,"generic","red","feathers",100,"noobs"
"546",18,6017,"implied_prevalence","nondistinctive",5,"generic","yellow","fur",100,"ollers"
"547",18,5594,"implied_prevalence","nondistinctive",6,"generic","red","spots",100,"sapers"
"548",18,5715,"implied_prevalence","nondistinctive",7,"generic","red","scales",100,"blins"
"549",18,10021,"implied_prevalence","nondistinctive",8,"generic","green","tails",100,"trufts"
"550",18,9666,"implied_prevalence","nondistinctive",9,"generic","silver","legs",100,"ackles"
"551",18,6233,"implied_prevalence","danger-distinct",10,"generic","green","teeth",100,"zoovs"
"552",18,6184,"implied_prevalence","danger-distinct",11,"generic","copper","stripes",100,"mooks"
"553",18,6717,"implied_prevalence","danger-distinct",12,"generic","yellow","legs",100,"ludinos"
"554",18,5784,"implied_prevalence","danger-distinct",13,"generic","blue","ears",100,"cheebas"
"555",18,3624,"implied_prevalence","bare",14,"generic","orange","tails",100,"zorbs"
"556",18,6712,"implied_prevalence","danger-distinct",15,"generic","purple","tails",100,"taifels"
"557",18,3502,"implied_prevalence","nondistinctive",16,"generic","pink","teeth",100,"krivels"
"558",18,3596,"implied_prevalence","bare",17,"generic","pink","ears",100,"elleps"
"559",18,3271,"implied_prevalence","bare",18,"generic","blue","scales",100,"reesles"
"560",18,9335,"implied_prevalence","danger-distinct",19,"generic","silver","fur",100,"morseths"
"561",18,9362,"implied_prevalence","nondistinctive",20,"generic","silver","stripes",100,"frams"
"562",18,3058,"implied_prevalence","bare",21,"generic","gold","stripes",100,"daiths"
"563",18,3731,"implied_prevalence","bare",22,"generic","orange","shells",100,"luzaks"
"564",18,4387,"implied_prevalence","nondistinctive",23,"generic","orange","ears",100,"kazzes"
"565",18,6487,"implied_prevalence","bare",24,"generic","blue","teeth",100,"thups"
"566",18,5194,"implied_prevalence","danger-distinct",25,"generic","yellow","scales",100,"dorbs"
"567",18,3720,"implied_prevalence","bare",26,"generic","copper","spots",100,"glippets"
"568",18,7329,"implied_prevalence","danger-distinct",27,"generic","gold","feathers",100,"plovs"
"569",18,3240,"implied_prevalence","bare",28,"generic","pink","legs",100,"feps"
"570",18,5635,"implied_prevalence","danger-distinct",29,"generic","gold","spots",100,"stups"
"571",19,23965,"implied_prevalence","nondistinctive",0,"generic","silver","fur",50,"morseths"
"572",19,8742,"implied_prevalence","bare",1,"generic","blue","scales",100,"reesles"
"573",19,9686,"implied_prevalence","nondistinctive",2,"generic","pink","ears",30,"elleps"
"574",19,20704,"implied_prevalence","nondistinctive",3,"generic","gold","feathers",30,"plovs"
"575",19,12939,"implied_prevalence","bare",4,"generic","purple","feathers",100,"lorches"
"576",19,9703,"implied_prevalence","nondistinctive",5,"generic","red","scales",30,"blins"
"577",19,14042,"implied_prevalence","danger-distinct",6,"generic","yellow","scales",100,"dorbs"
"578",19,7416,"implied_prevalence","bare",7,"generic","yellow","legs",100,"ludinos"
"579",19,6383,"implied_prevalence","nondistinctive",8,"generic","copper","stripes",30,"mooks"
"580",19,9281,"implied_prevalence","nondistinctive",9,"generic","purple","tails",30,"taifels"
"581",19,5791,"implied_prevalence","nondistinctive",10,"generic","green","shells",30,"moxes"
"582",19,13562,"implied_prevalence","danger-distinct",11,"generic","red","feathers",100,"noobs"
"583",19,7704,"implied_prevalence","danger-distinct",12,"generic","blue","ears",100,"cheebas"
"584",19,5351,"implied_prevalence","bare",13,"generic","orange","ears",100,"kazzes"
"585",19,4384,"implied_prevalence","bare",14,"generic","copper","spots",100,"glippets"
"586",19,5464,"implied_prevalence","bare",15,"generic","gold","stripes",100,"daiths"
"587",19,9761,"implied_prevalence","danger-distinct",16,"generic","pink","teeth",100,"krivels"
"588",19,5200,"implied_prevalence","bare",17,"generic","blue","teeth",100,"thups"
"589",19,6096,"implied_prevalence","danger-distinct",18,"generic","purple","shells",100,"javs"
"590",19,3815,"implied_prevalence","bare",19,"generic","orange","tails",100,"zorbs"
"591",19,5713,"implied_prevalence","danger-distinct",20,"generic","green","tails",100,"trufts"
"592",19,5128,"implied_prevalence","danger-distinct",21,"generic","yellow","fur",100,"ollers"
"593",19,4311,"implied_prevalence","bare",22,"generic","copper","fur",100,"kweps"
"594",19,7729,"implied_prevalence","danger-distinct",23,"generic","silver","stripes",100,"frams"
"595",19,5136,"implied_prevalence","danger-distinct",24,"generic","pink","legs",100,"feps"
"596",19,7105,"implied_prevalence","nondistinctive",25,"generic","gold","spots",30,"stups"
"597",19,3600,"implied_prevalence","bare",26,"generic","orange","shells",100,"luzaks"
"598",19,6527,"implied_prevalence","nondistinctive",27,"generic","green","teeth",50,"zoovs"
"599",19,11473,"implied_prevalence","nondistinctive",28,"generic","silver","legs",50,"ackles"
"600",19,6400,"implied_prevalence","danger-distinct",29,"generic","red","spots",100,"sapers"
