"","workerid","rt","trial_type","stim_type","trial_num","stim_determiner","stim_color","stim_part","response","stim_category"
"601",20,19951,"implied_prevalence","danger-distinct",0,"generic","green","teeth",100,"zoovs"
"602",20,17152,"implied_prevalence","danger-distinct",1,"generic","orange","ears",100,"kazzes"
"603",20,19963,"implied_prevalence","nondistinctive",2,"generic","gold","spots",100,"stups"
"604",20,14840,"implied_prevalence","danger-distinct",3,"generic","purple","tails",100,"taifels"
"605",20,13383,"implied_prevalence","nondistinctive",4,"generic","blue","scales",100,"reesles"
"606",20,10751,"implied_prevalence","nondistinctive",5,"generic","green","shells",100,"moxes"
"607",20,13101,"implied_prevalence","nondistinctive",6,"generic","gold","feathers",100,"plovs"
"608",20,6864,"implied_prevalence","bare",7,"generic","orange","tails",100,"zorbs"
"609",20,7979,"implied_prevalence","bare",8,"generic","copper","stripes",100,"mooks"
"610",20,6837,"implied_prevalence","bare",9,"generic","purple","shells",100,"javs"
"611",20,12904,"implied_prevalence","nondistinctive",10,"generic","silver","stripes",100,"frams"
"612",20,11514,"implied_prevalence","danger-distinct",11,"generic","red","spots",100,"sapers"
"613",20,13119,"implied_prevalence","danger-distinct",12,"generic","gold","stripes",100,"daiths"
"614",20,9267,"implied_prevalence","nondistinctive",13,"generic","green","tails",100,"trufts"
"615",20,7014,"implied_prevalence","bare",14,"generic","yellow","fur",100,"ollers"
"616",20,14566,"implied_prevalence","danger-distinct",15,"generic","pink","legs",100,"feps"
"617",20,11317,"implied_prevalence","danger-distinct",16,"generic","orange","shells",100,"luzaks"
"618",20,11104,"implied_prevalence","danger-distinct",17,"generic","silver","fur",100,"morseths"
"619",20,12398,"implied_prevalence","bare",18,"generic","copper","spots",90,"glippets"
"620",20,12798,"implied_prevalence","danger-distinct",19,"generic","purple","feathers",100,"lorches"
"621",20,13834,"implied_prevalence","bare",20,"generic","blue","ears",99,"cheebas"
"622",20,8253,"implied_prevalence","nondistinctive",21,"generic","pink","ears",100,"elleps"
"623",20,10580,"implied_prevalence","nondistinctive",22,"generic","copper","fur",100,"kweps"
"624",20,5703,"implied_prevalence","bare",23,"generic","red","scales",100,"blins"
"625",20,5515,"implied_prevalence","bare",24,"generic","red","feathers",100,"noobs"
"626",20,9684,"implied_prevalence","danger-distinct",25,"generic","yellow","scales",100,"dorbs"
"627",20,8933,"implied_prevalence","nondistinctive",26,"generic","yellow","legs",100,"ludinos"
"628",20,7670,"implied_prevalence","bare",27,"generic","silver","legs",100,"ackles"
"629",20,8500,"implied_prevalence","nondistinctive",28,"generic","pink","teeth",100,"krivels"
"630",20,7633,"implied_prevalence","bare",29,"generic","blue","teeth",100,"thups"
"631",21,5150,"implied_prevalence","bare",0,"generic","pink","ears",100,"elleps"
"632",21,9126,"implied_prevalence","nondistinctive",1,"generic","green","teeth",75,"zoovs"
"633",21,4298,"implied_prevalence","bare",2,"generic","green","shells",80,"moxes"
"634",21,2352,"implied_prevalence","danger-distinct",3,"generic","silver","legs",90,"ackles"
"635",21,985,"implied_prevalence","danger-distinct",4,"generic","copper","spots",90,"glippets"
"636",21,797,"implied_prevalence","nondistinctive",5,"generic","blue","scales",90,"reesles"
"637",21,1028,"implied_prevalence","danger-distinct",6,"generic","gold","stripes",90,"daiths"
"638",21,2436,"implied_prevalence","danger-distinct",7,"generic","pink","teeth",80,"krivels"
"639",21,860,"implied_prevalence","nondistinctive",8,"generic","purple","shells",80,"javs"
"640",21,1047,"implied_prevalence","nondistinctive",9,"generic","yellow","legs",80,"ludinos"
"641",21,844,"implied_prevalence","nondistinctive",10,"generic","blue","ears",80,"cheebas"
"642",21,1187,"implied_prevalence","danger-distinct",11,"generic","purple","feathers",80,"lorches"
"643",21,2175,"implied_prevalence","danger-distinct",12,"generic","copper","fur",75,"kweps"
"644",21,2961,"implied_prevalence","nondistinctive",13,"generic","red","spots",75,"sapers"
"645",21,2487,"implied_prevalence","bare",14,"generic","pink","legs",80,"feps"
"646",21,2648,"implied_prevalence","bare",15,"generic","purple","tails",90,"taifels"
"647",21,1056,"implied_prevalence","bare",16,"generic","copper","stripes",90,"mooks"
"648",21,982,"implied_prevalence","danger-distinct",17,"generic","orange","shells",90,"luzaks"
"649",21,2635,"implied_prevalence","bare",18,"generic","yellow","scales",60,"dorbs"
"650",21,49083,"implied_prevalence","danger-distinct",19,"generic","orange","ears",20,"kazzes"
"651",21,2327,"implied_prevalence","bare",20,"generic","gold","feathers",80,"plovs"
"652",21,929,"implied_prevalence","danger-distinct",21,"generic","red","scales",80,"blins"
"653",21,828,"implied_prevalence","bare",22,"generic","blue","teeth",80,"thups"
"654",21,687,"implied_prevalence","bare",23,"generic","yellow","fur",80,"ollers"
"655",21,1196,"implied_prevalence","nondistinctive",24,"generic","orange","tails",80,"zorbs"
"656",21,882,"implied_prevalence","nondistinctive",25,"generic","red","feathers",80,"noobs"
"657",21,743,"implied_prevalence","nondistinctive",26,"generic","silver","stripes",80,"frams"
"658",21,762,"implied_prevalence","danger-distinct",27,"generic","green","tails",80,"trufts"
"659",21,973,"implied_prevalence","bare",28,"generic","gold","spots",80,"stups"
"660",21,2184,"implied_prevalence","nondistinctive",29,"generic","silver","fur",90,"morseths"
"661",22,16253,"implied_prevalence","danger-distinct",0,"generic","red","scales",20,"blins"
"662",22,8449,"implied_prevalence","bare",1,"generic","blue","scales",80,"reesles"
"663",22,58597,"implied_prevalence","nondistinctive",2,"generic","silver","legs",40,"ackles"
"664",22,6116,"implied_prevalence","bare",3,"generic","green","shells",10,"moxes"
"665",22,32268,"implied_prevalence","danger-distinct",4,"generic","silver","stripes",25,"frams"
"666",22,15499,"implied_prevalence","nondistinctive",5,"generic","gold","stripes",78,"daiths"
"667",22,1950,"implied_prevalence","danger-distinct",6,"generic","yellow","legs",54,"ludinos"
"668",22,2385,"implied_prevalence","danger-distinct",7,"generic","orange","tails",43,"zorbs"
"669",22,1681,"implied_prevalence","nondistinctive",8,"generic","purple","tails",32,"taifels"
"670",22,6984,"implied_prevalence","nondistinctive",9,"generic","copper","fur",70,"kweps"
"671",22,4765,"implied_prevalence","bare",10,"generic","green","tails",12,"trufts"
"672",22,4855,"implied_prevalence","nondistinctive",11,"generic","pink","ears",70,"elleps"
"673",22,30373,"implied_prevalence","nondistinctive",12,"generic","red","spots",15,"sapers"
"674",22,6385,"implied_prevalence","danger-distinct",13,"generic","orange","shells",1,"luzaks"
"675",22,10252,"implied_prevalence","danger-distinct",14,"generic","yellow","fur",31,"ollers"
"676",22,2117,"implied_prevalence","danger-distinct",15,"generic","blue","teeth",21,"thups"
"677",22,23578,"implied_prevalence","bare",16,"generic","silver","fur",15,"morseths"
"678",22,17318,"implied_prevalence","bare",17,"generic","copper","stripes",30,"mooks"
"679",22,2019,"implied_prevalence","nondistinctive",18,"generic","pink","teeth",21,"krivels"
"680",22,3271,"implied_prevalence","danger-distinct",19,"generic","copper","spots",26,"glippets"
"681",22,1511,"implied_prevalence","nondistinctive",20,"generic","purple","shells",34,"javs"
"682",22,2366,"implied_prevalence","bare",21,"generic","green","teeth",21,"zoovs"
"683",22,6318,"implied_prevalence","bare",22,"generic","pink","legs",100,"feps"
"684",22,8969,"implied_prevalence","danger-distinct",23,"generic","orange","ears",10,"kazzes"
"685",22,2548,"implied_prevalence","danger-distinct",24,"generic","gold","feathers",21,"plovs"
"686",22,2670,"implied_prevalence","bare",25,"generic","purple","feathers",65,"lorches"
"687",22,3380,"implied_prevalence","bare",26,"generic","blue","ears",100,"cheebas"
"688",22,4600,"implied_prevalence","bare",27,"generic","gold","spots",100,"stups"
"689",22,6003,"implied_prevalence","nondistinctive",28,"generic","yellow","scales",55,"dorbs"
"690",22,8260,"implied_prevalence","nondistinctive",29,"generic","red","feathers",100,"noobs"
"691",23,13448,"implied_prevalence","nondistinctive",0,"generic","blue","ears",100,"cheebas"
"692",23,6674,"implied_prevalence","bare",1,"generic","yellow","fur",100,"ollers"
"693",23,10155,"implied_prevalence","danger-distinct",2,"generic","purple","tails",100,"taifels"
"694",23,5634,"implied_prevalence","danger-distinct",3,"generic","pink","teeth",100,"krivels"
"695",23,4056,"implied_prevalence","bare",4,"generic","red","feathers",100,"noobs"
"696",23,3831,"implied_prevalence","nondistinctive",5,"generic","blue","teeth",100,"thups"
"697",23,3533,"implied_prevalence","bare",6,"generic","red","scales",100,"blins"
"698",23,3734,"implied_prevalence","bare",7,"generic","orange","shells",100,"luzaks"
"699",23,3319,"implied_prevalence","bare",8,"generic","copper","stripes",100,"mooks"
"700",23,6843,"implied_prevalence","danger-distinct",9,"generic","purple","feathers",100,"lorches"
"701",23,4599,"implied_prevalence","danger-distinct",10,"generic","red","spots",100,"sapers"
"702",23,3034,"implied_prevalence","nondistinctive",11,"generic","orange","tails",100,"zorbs"
"703",23,2931,"implied_prevalence","bare",12,"generic","silver","legs",100,"ackles"
"704",23,5752,"implied_prevalence","bare",13,"generic","gold","spots",100,"stups"
"705",23,2402,"implied_prevalence","danger-distinct",14,"generic","pink","ears",100,"elleps"
"706",23,2212,"implied_prevalence","bare",15,"generic","orange","ears",100,"kazzes"
"707",23,2459,"implied_prevalence","danger-distinct",16,"generic","silver","fur",100,"morseths"
"708",23,5264,"implied_prevalence","danger-distinct",17,"generic","purple","shells",100,"javs"
"709",23,3130,"implied_prevalence","nondistinctive",18,"generic","silver","stripes",100,"frams"
"710",23,3104,"implied_prevalence","danger-distinct",19,"generic","yellow","scales",100,"dorbs"
"711",23,2191,"implied_prevalence","danger-distinct",20,"generic","gold","stripes",100,"daiths"
"712",23,2479,"implied_prevalence","nondistinctive",21,"generic","copper","fur",100,"kweps"
"713",23,2372,"implied_prevalence","danger-distinct",22,"generic","yellow","legs",100,"ludinos"
"714",23,1986,"implied_prevalence","nondistinctive",23,"generic","gold","feathers",100,"plovs"
"715",23,2095,"implied_prevalence","bare",24,"generic","green","teeth",100,"zoovs"
"716",23,2842,"implied_prevalence","nondistinctive",25,"generic","blue","scales",100,"reesles"
"717",23,2508,"implied_prevalence","bare",26,"generic","green","tails",100,"trufts"
"718",23,2003,"implied_prevalence","nondistinctive",27,"generic","copper","spots",100,"glippets"
"719",23,2338,"implied_prevalence","nondistinctive",28,"generic","pink","legs",100,"feps"
"720",23,1921,"implied_prevalence","nondistinctive",29,"generic","green","shells",100,"moxes"
"721",24,8048,"implied_prevalence","bare",0,"generic","gold","stripes",100,"daiths"
"722",24,18751,"implied_prevalence","nondistinctive",1,"generic","orange","ears",100,"kazzes"
"723",24,19344,"implied_prevalence","danger-distinct",2,"generic","copper","stripes",100,"mooks"
"724",24,10984,"implied_prevalence","nondistinctive",3,"generic","yellow","fur",100,"ollers"
"725",24,16047,"implied_prevalence","danger-distinct",4,"generic","gold","feathers",100,"plovs"
"726",24,10865,"implied_prevalence","bare",5,"generic","blue","teeth",100,"thups"
"727",24,10663,"implied_prevalence","danger-distinct",6,"generic","pink","teeth",100,"krivels"
"728",24,7521,"implied_prevalence","bare",7,"generic","silver","fur",100,"morseths"
"729",24,11335,"implied_prevalence","nondistinctive",8,"generic","silver","stripes",100,"frams"
"730",24,11615,"implied_prevalence","nondistinctive",9,"generic","pink","legs",100,"feps"
"731",24,10465,"implied_prevalence","danger-distinct",10,"generic","green","shells",100,"moxes"
"732",24,11768,"implied_prevalence","danger-distinct",11,"generic","copper","fur",100,"kweps"
"733",24,10279,"implied_prevalence","bare",12,"generic","copper","spots",100,"glippets"
"734",24,6952,"implied_prevalence","bare",13,"generic","yellow","scales",100,"dorbs"
"735",24,10256,"implied_prevalence","nondistinctive",14,"generic","purple","feathers",100,"lorches"
"736",24,11080,"implied_prevalence","nondistinctive",15,"generic","blue","scales",100,"reesles"
"737",24,9160,"implied_prevalence","danger-distinct",16,"generic","red","scales",100,"blins"
"738",24,10520,"implied_prevalence","danger-distinct",17,"generic","green","tails",100,"trufts"
"739",24,8568,"implied_prevalence","bare",18,"generic","yellow","legs",100,"ludinos"
"740",24,7680,"implied_prevalence","nondistinctive",19,"generic","orange","shells",100,"luzaks"
"741",24,6424,"implied_prevalence","bare",20,"generic","purple","shells",100,"javs"
"742",24,11567,"implied_prevalence","danger-distinct",21,"generic","silver","legs",100,"ackles"
"743",24,6712,"implied_prevalence","nondistinctive",22,"generic","orange","tails",100,"zorbs"
"744",24,10151,"implied_prevalence","nondistinctive",23,"generic","green","teeth",100,"zoovs"
"745",24,10192,"implied_prevalence","danger-distinct",24,"generic","gold","spots",100,"stups"
"746",24,7168,"implied_prevalence","bare",25,"generic","purple","tails",100,"taifels"
"747",24,6047,"implied_prevalence","bare",26,"generic","pink","ears",100,"elleps"
"748",24,6704,"implied_prevalence","bare",27,"generic","red","feathers",100,"noobs"
"749",24,9273,"implied_prevalence","nondistinctive",28,"generic","red","spots",100,"sapers"
"750",24,8383,"implied_prevalence","danger-distinct",29,"generic","blue","ears",100,"cheebas"
"751",25,13296,"implied_prevalence","danger-distinct",0,"generic","orange","ears",100,"kazzes"
"752",25,7039,"implied_prevalence","danger-distinct",1,"generic","green","tails",100,"trufts"
"753",25,4135,"implied_prevalence","bare",2,"generic","green","teeth",100,"zoovs"
"754",25,7264,"implied_prevalence","nondistinctive",3,"generic","red","spots",100,"sapers"
"755",25,8568,"implied_prevalence","danger-distinct",4,"generic","yellow","fur",100,"ollers"
"756",25,6984,"implied_prevalence","nondistinctive",5,"generic","silver","stripes",100,"frams"
"757",25,4208,"implied_prevalence","bare",6,"generic","gold","spots",100,"stups"
"758",25,4187,"implied_prevalence","bare",7,"generic","blue","ears",100,"cheebas"
"759",25,4346,"implied_prevalence","bare",8,"generic","red","feathers",100,"noobs"
"760",25,6127,"implied_prevalence","nondistinctive",9,"generic","blue","teeth",100,"thups"
"761",25,6152,"implied_prevalence","nondistinctive",10,"generic","pink","ears",100,"elleps"
"762",25,7199,"implied_prevalence","danger-distinct",11,"generic","gold","feathers",100,"plovs"
"763",25,5937,"implied_prevalence","nondistinctive",12,"generic","orange","shells",100,"luzaks"
"764",25,3910,"implied_prevalence","bare",13,"generic","silver","legs",100,"ackles"
"765",25,4031,"implied_prevalence","bare",14,"generic","silver","fur",100,"morseths"
"766",25,6199,"implied_prevalence","nondistinctive",15,"generic","purple","feathers",100,"lorches"
"767",25,5615,"implied_prevalence","danger-distinct",16,"generic","pink","teeth",100,"krivels"
"768",25,4647,"implied_prevalence","nondistinctive",17,"generic","orange","tails",100,"zorbs"
"769",25,6664,"implied_prevalence","danger-distinct",18,"generic","gold","stripes",100,"daiths"
"770",25,5840,"implied_prevalence","danger-distinct",19,"generic","purple","shells",100,"javs"
"771",25,4399,"implied_prevalence","bare",20,"generic","copper","stripes",100,"mooks"
"772",25,3696,"implied_prevalence","bare",21,"generic","purple","tails",100,"taifels"
"773",25,5574,"implied_prevalence","danger-distinct",22,"generic","yellow","legs",100,"ludinos"
"774",25,6648,"implied_prevalence","nondistinctive",23,"generic","copper","fur",100,"kweps"
"775",25,4102,"implied_prevalence","bare",24,"generic","green","shells",100,"moxes"
"776",25,5999,"implied_prevalence","nondistinctive",25,"generic","pink","legs",100,"feps"
"777",25,5992,"implied_prevalence","nondistinctive",26,"generic","blue","scales",100,"reesles"
"778",25,3793,"implied_prevalence","bare",27,"generic","red","scales",100,"blins"
"779",25,6743,"implied_prevalence","danger-distinct",28,"generic","copper","spots",100,"glippets"
"780",25,7160,"implied_prevalence","danger-distinct",29,"generic","yellow","scales",100,"dorbs"
"781",26,7993,"implied_prevalence","bare",0,"generic","pink","ears",75,"elleps"
"782",26,10213,"implied_prevalence","danger-distinct",1,"generic","red","feathers",100,"noobs"
"783",26,10329,"implied_prevalence","danger-distinct",2,"generic","orange","shells",74,"luzaks"
"784",26,9526,"implied_prevalence","nondistinctive",3,"generic","gold","feathers",100,"plovs"
"785",26,8378,"implied_prevalence","nondistinctive",4,"generic","blue","ears",100,"cheebas"
"786",26,7896,"implied_prevalence","danger-distinct",5,"generic","orange","ears",50,"kazzes"
"787",26,6077,"implied_prevalence","bare",6,"generic","blue","scales",100,"reesles"
"788",26,4375,"implied_prevalence","bare",7,"generic","blue","teeth",100,"thups"
"789",26,5010,"implied_prevalence","bare",8,"generic","gold","stripes",50,"daiths"
"790",26,5241,"implied_prevalence","bare",9,"generic","purple","tails",75,"taifels"
"791",26,7524,"implied_prevalence","nondistinctive",10,"generic","green","tails",50,"trufts"
"792",26,34808,"implied_prevalence","nondistinctive",11,"generic","yellow","fur",50,"ollers"
"793",26,3971,"implied_prevalence","bare",12,"generic","green","shells",100,"moxes"
"794",26,27097,"implied_prevalence","nondistinctive",13,"generic","silver","stripes",75,"frams"
"795",26,38425,"implied_prevalence","danger-distinct",14,"generic","pink","teeth",90,"krivels"
"796",26,90192,"implied_prevalence","danger-distinct",15,"generic","pink","legs",75,"feps"
"797",26,15509,"implied_prevalence","nondistinctive",16,"generic","purple","shells",100,"javs"
"798",26,24491,"implied_prevalence","danger-distinct",17,"generic","silver","fur",100,"morseths"
"799",26,3623,"implied_prevalence","bare",18,"generic","silver","legs",100,"ackles"
"800",26,4865,"implied_prevalence","nondistinctive",19,"generic","green","teeth",100,"zoovs"
"801",26,8917,"implied_prevalence","danger-distinct",20,"generic","yellow","scales",100,"dorbs"
"802",26,3353,"implied_prevalence","bare",21,"generic","copper","fur",50,"kweps"
"803",26,6038,"implied_prevalence","danger-distinct",22,"generic","copper","stripes",90,"mooks"
"804",26,8349,"implied_prevalence","nondistinctive",23,"generic","yellow","legs",100,"ludinos"
"805",26,94640,"implied_prevalence","danger-distinct",24,"generic","copper","spots",75,"glippets"
"806",26,6731,"implied_prevalence","danger-distinct",25,"generic","orange","tails",90,"zorbs"
"807",26,4253,"implied_prevalence","bare",26,"generic","gold","spots",90,"stups"
"808",26,40391,"implied_prevalence","bare",27,"generic","purple","feathers",50,"lorches"
"809",26,32278,"implied_prevalence","nondistinctive",28,"generic","red","scales",75,"blins"
"810",26,6248,"implied_prevalence","nondistinctive",29,"generic","red","spots",100,"sapers"
"811",27,21671,"implied_prevalence","nondistinctive",0,"generic","pink","legs",98,"feps"
"812",27,17020,"implied_prevalence","danger-distinct",1,"generic","blue","teeth",99,"thups"
"813",27,14967,"implied_prevalence","nondistinctive",2,"generic","purple","tails",98,"taifels"
"814",27,9447,"implied_prevalence","bare",3,"generic","copper","fur",99,"kweps"
"815",27,11168,"implied_prevalence","danger-distinct",4,"generic","yellow","legs",99,"ludinos"
"816",27,14920,"implied_prevalence","danger-distinct",5,"generic","green","shells",99,"moxes"
"817",27,21216,"implied_prevalence","danger-distinct",6,"generic","silver","fur",99,"morseths"
"818",27,7982,"implied_prevalence","bare",7,"generic","pink","teeth",99,"krivels"
"819",27,6217,"implied_prevalence","bare",8,"generic","green","tails",99,"trufts"
"820",27,9175,"implied_prevalence","danger-distinct",9,"generic","red","spots",99,"sapers"
"821",27,15368,"implied_prevalence","danger-distinct",10,"generic","red","feathers",99,"noobs"
"822",27,4825,"implied_prevalence","bare",11,"generic","gold","feathers",99,"plovs"
"823",27,11847,"implied_prevalence","nondistinctive",12,"generic","copper","stripes",97,"mooks"
"824",27,8832,"implied_prevalence","danger-distinct",13,"generic","yellow","scales",99,"dorbs"
"825",27,8031,"implied_prevalence","nondistinctive",14,"generic","red","scales",97,"blins"
"826",27,5799,"implied_prevalence","bare",15,"generic","orange","ears",99,"kazzes"
"827",27,6607,"implied_prevalence","danger-distinct",16,"generic","orange","tails",99,"zorbs"
"828",27,10849,"implied_prevalence","bare",17,"generic","blue","scales",99,"reesles"
"829",27,7591,"implied_prevalence","nondistinctive",18,"generic","yellow","fur",97,"ollers"
"830",27,4759,"implied_prevalence","bare",19,"generic","gold","stripes",99,"daiths"
"831",27,4279,"implied_prevalence","bare",20,"generic","copper","spots",99,"glippets"
"832",27,7520,"implied_prevalence","danger-distinct",21,"generic","blue","ears",99,"cheebas"
"833",27,4640,"implied_prevalence","bare",22,"generic","purple","shells",98,"javs"
"834",27,7560,"implied_prevalence","nondistinctive",23,"generic","orange","shells",97,"luzaks"
"835",27,7599,"implied_prevalence","nondistinctive",24,"generic","gold","spots",97,"stups"
"836",27,8375,"implied_prevalence","danger-distinct",25,"generic","silver","stripes",99,"frams"
"837",27,6111,"implied_prevalence","nondistinctive",26,"generic","green","teeth",97,"zoovs"
"838",27,7463,"implied_prevalence","nondistinctive",27,"generic","purple","feathers",97,"lorches"
"839",27,8559,"implied_prevalence","nondistinctive",28,"generic","pink","ears",97,"elleps"
"840",27,6543,"implied_prevalence","bare",29,"generic","silver","legs",99,"ackles"
"841",28,14564,"implied_prevalence","danger-distinct",0,"generic","purple","shells",100,"javs"
"842",28,10133,"implied_prevalence","nondistinctive",1,"generic","green","teeth",80,"zoovs"
"843",28,8535,"implied_prevalence","nondistinctive",2,"generic","gold","feathers",90,"plovs"
"844",28,10380,"implied_prevalence","danger-distinct",3,"generic","purple","feathers",100,"lorches"
"845",28,8498,"implied_prevalence","danger-distinct",4,"generic","blue","teeth",100,"thups"
"846",28,6585,"implied_prevalence","nondistinctive",5,"generic","pink","ears",90,"elleps"
"847",28,7581,"implied_prevalence","danger-distinct",6,"generic","silver","legs",100,"ackles"
"848",28,11650,"implied_prevalence","danger-distinct",7,"generic","red","spots",100,"sapers"
"849",28,5583,"implied_prevalence","bare",8,"generic","purple","tails",100,"taifels"
"850",28,5268,"implied_prevalence","bare",9,"generic","red","feathers",100,"noobs"
"851",28,7214,"implied_prevalence","nondistinctive",10,"generic","green","tails",80,"trufts"
"852",28,9582,"implied_prevalence","danger-distinct",11,"generic","orange","tails",100,"zorbs"
"853",28,7718,"implied_prevalence","nondistinctive",12,"generic","pink","legs",90,"feps"
"854",28,6150,"implied_prevalence","bare",13,"generic","yellow","legs",100,"ludinos"
"855",28,4116,"implied_prevalence","bare",14,"generic","blue","scales",100,"reesles"
"856",28,4084,"implied_prevalence","bare",15,"generic","gold","spots",100,"stups"
"857",28,3900,"implied_prevalence","bare",16,"generic","pink","teeth",100,"krivels"
"858",28,5866,"implied_prevalence","danger-distinct",17,"generic","yellow","scales",100,"dorbs"
"859",28,4051,"implied_prevalence","bare",18,"generic","blue","ears",100,"cheebas"
"860",28,6132,"implied_prevalence","bare",19,"generic","copper","stripes",100,"mooks"
"861",28,6468,"implied_prevalence","danger-distinct",20,"generic","silver","fur",100,"morseths"
"862",28,6168,"implied_prevalence","danger-distinct",21,"generic","silver","stripes",100,"frams"
"863",28,4029,"implied_prevalence","bare",22,"generic","orange","shells",100,"luzaks"
"864",28,7483,"implied_prevalence","nondistinctive",23,"generic","green","shells",90,"moxes"
"865",28,5585,"implied_prevalence","nondistinctive",24,"generic","gold","stripes",90,"daiths"
"866",28,6866,"implied_prevalence","nondistinctive",25,"generic","copper","spots",90,"glippets"
"867",28,9033,"implied_prevalence","nondistinctive",26,"generic","red","scales",90,"blins"
"868",28,4485,"implied_prevalence","nondistinctive",27,"generic","yellow","fur",90,"ollers"
"869",28,3630,"implied_prevalence","bare",28,"generic","copper","fur",100,"kweps"
"870",28,5867,"implied_prevalence","danger-distinct",29,"generic","orange","ears",100,"kazzes"
"871",29,12794,"implied_prevalence","danger-distinct",0,"generic","blue","ears",100,"cheebas"
"872",29,9357,"implied_prevalence","nondistinctive",1,"generic","silver","fur",100,"morseths"
"873",29,4379,"implied_prevalence","bare",2,"generic","pink","teeth",100,"krivels"
"874",29,8938,"implied_prevalence","danger-distinct",3,"generic","silver","stripes",100,"frams"
"875",29,2197,"implied_prevalence","bare",4,"generic","yellow","fur",100,"ollers"
"876",29,7263,"implied_prevalence","danger-distinct",5,"generic","gold","feathers",100,"plovs"
"877",29,4574,"implied_prevalence","bare",6,"generic","pink","ears",100,"elleps"
"878",29,3269,"implied_prevalence","bare",7,"generic","purple","tails",100,"taifels"
"879",29,12094,"implied_prevalence","nondistinctive",8,"generic","orange","tails",75,"zorbs"
"880",29,11473,"implied_prevalence","nondistinctive",9,"generic","yellow","scales",75,"dorbs"
"881",29,7015,"implied_prevalence","nondistinctive",10,"generic","red","feathers",100,"noobs"
"882",29,5923,"implied_prevalence","danger-distinct",11,"generic","orange","shells",100,"luzaks"
"883",29,6531,"implied_prevalence","danger-distinct",12,"generic","green","teeth",100,"zoovs"
"884",29,23190,"implied_prevalence","bare",13,"generic","gold","spots",80,"stups"
"885",29,5635,"implied_prevalence","nondistinctive",14,"generic","copper","spots",30,"glippets"
"886",29,2616,"implied_prevalence","bare",15,"generic","purple","shells",100,"javs"
"887",29,2277,"implied_prevalence","bare",16,"generic","purple","feathers",100,"lorches"
"888",29,7438,"implied_prevalence","danger-distinct",17,"generic","green","tails",100,"trufts"
"889",29,6181,"implied_prevalence","danger-distinct",18,"generic","red","scales",100,"blins"
"890",29,38274,"implied_prevalence","nondistinctive",19,"generic","green","shells",75,"moxes"
"891",29,3849,"implied_prevalence","nondistinctive",20,"generic","blue","teeth",50,"thups"
"892",29,3851,"implied_prevalence","nondistinctive",21,"generic","gold","stripes",50,"daiths"
"893",29,4344,"implied_prevalence","nondistinctive",22,"generic","orange","ears",100,"kazzes"
"894",29,3483,"implied_prevalence","bare",23,"generic","blue","scales",100,"reesles"
"895",29,1955,"implied_prevalence","bare",24,"generic","copper","stripes",100,"mooks"
"896",29,7333,"implied_prevalence","danger-distinct",25,"generic","copper","fur",25,"kweps"
"897",29,6677,"implied_prevalence","nondistinctive",26,"generic","silver","legs",100,"ackles"
"898",29,6125,"implied_prevalence","danger-distinct",27,"generic","red","spots",30,"sapers"
"899",29,8279,"implied_prevalence","danger-distinct",28,"generic","yellow","legs",100,"ludinos"
"900",29,2542,"implied_prevalence","bare",29,"generic","pink","legs",100,"feps"
